hour,timestamp,avg_voltage,avg_current,avg_power,energy_kwh,samples,hour_of_day,day_of_week,is_weekend
2009-03-21_15,1237647600,243.35,2.13,0.467,0.467,60,15,5,1
2009-03-21_16,1237651200,240.34,7.31,1.687,1.687,60,16,5,1
2009-03-21_17,1237654800,237.11,12.61,2.926,2.926,60,17,5,1
2009-03-21_18,1237658400,236.8,11.6,2.713,2.713,60,18,5,1
2009-03-21_19,1237662000,233.87,15.49,3.594,3.594,60,19,5,1
2009-03-21_20,1237665600,239.18,12.48,2.976,2.976,60,20,5,1
2009-03-21_21,1237669200,240.46,10.93,2.615,2.615,60,21,5,1
2009-03-21_22,1237672800,245.06,5.96,1.419,1.419,60,22,5,1
2009-03-21_23,1237676400,244.01,3.82,0.926,0.926,60,23,5,1
2009-03-22_00,1237680000,242.03,1.73,0.399,0.399,60,0,6,1
2009-03-22_01,1237683600,242.24,1.29,0.293,0.293,60,1,6,1
2009-03-22_02,1237687200,243.26,1.2,0.276,0.276,60,2,6,1
2009-03-22_03,1237690800,244.15,1.4,0.316,0.316,60,3,6,1
2009-03-22_04,1237694400,242.78,1.95,0.456,0.456,60,4,6,1
2009-03-22_05,1237698000,242.33,2.65,0.635,0.635,60,5,6,1
2009-03-22_06,1237701600,243.71,1.21,0.278,0.278,60,6,6,1
2009-03-22_07,1237705200,241.84,3.2,0.73,0.73,60,7,6,1
2009-03-22_08,1237708800,241.79,1.59,0.363,0.363,60,8,6,1
2009-03-22_09,1237712400,243.87,2.28,0.528,0.528,60,9,6,1
2009-03-22_10,1237716000,243.7,2.29,0.551,0.551,60,10,6,1
2009-03-22_11,1237719600,240.31,1.53,0.354,0.354,60,11,6,1
2009-03-22_12,1237723200,237.8,12.34,2.9,2.9,60,12,6,1
2009-03-22_13,1237726800,239.29,9.01,2.15,2.15,60,13,6,1
2009-03-22_14,1237730400,241.8,8.61,2.061,2.061,60,14,6,1
2009-03-22_15,1237734000,240.77,10.09,2.362,2.362,60,15,6,1
2009-03-22_16,1237737600,239.78,12.81,3.029,3.029,60,16,6,1
2009-03-22_17,1237741200,237.34,10.53,2.484,2.484,60,17,6,1
2009-03-22_18,1237744800,237.84,6.57,1.578,1.578,60,18,6,1
2009-03-22_19,1237748400,239.64,6.67,1.613,1.613,60,19,6,1
2009-03-22_20,1237752000,240.68,6.59,1.598,1.598,60,20,6,1
2009-03-22_21,1237755600,241.16,7.12,1.72,1.72,60,21,6,1
2009-03-22_22,1237759200,242.38,4.26,1.021,1.021,60,22,6,1
2009-03-22_23,1237762800,246.18,1.91,0.459,0.459,60,23,6,1
2009-03-23_00,1237766400,243.67,1.98,0.463,0.463,60,0,0,0
2009-03-23_01,1237770000,242.66,1.87,0.447,0.447,60,1,0,0
2009-03-23_02,1237773600,244.96,2.02,0.476,0.476,60,2,0,0
2009-03-23_03,1237777200,244.46,1.78,0.431,0.431,60,3,0,0
2009-03-23_04,1237780800,242.83,1.85,0.437,0.437,60,4,0,0
2009-03-23_05,1237784400,242.0,2.0,0.47,0.47,60,5,0,0
2009-03-23_06,1237788000,243.24,6.45,1.559,1.559,60,6,0,0
2009-03-23_07,1237791600,239.06,10.99,2.628,2.628,60,7,0,0
2009-03-23_08,1237795200,239.14,6.32,1.514,1.514,60,8,0,0
2009-03-23_09,1237798800,241.42,6.22,1.506,1.506,60,9,0,0
2009-03-23_10,1237802400,242.05,3.89,0.919,0.919,60,10,0,0
2009-03-23_11,1237806000,243.14,2.56,0.589,0.589,60,11,0,0
2009-03-23_12,1237809600,243.56,1.81,0.418,0.418,60,12,0,0
2009-03-23_13,1237813200,243.67,1.49,0.356,0.356,60,13,0,0
2009-03-23_14,1237816800,242.69,1.55,0.37,0.37,60,14,0,0
2009-03-23_15,1237820400,242.3,1.65,0.384,0.384,60,15,0,0
2009-03-23_16,1237824000,242.51,1.39,0.317,0.317,60,16,0,0
2009-03-23_17,1237827600,241.07,1.94,0.456,0.456,60,17,0,0
2009-03-23_18,1237831200,239.01,5.66,1.345,1.345,60,18,0,0
2009-03-23_19,1237834800,239.05,7.48,1.775,1.775,60,19,0,0
2009-03-23_20,1237838400,241.9,9.5,2.294,2.294,60,20,0,0
2009-03-23_21,1237842000,239.04,5.22,1.246,1.246,60,21,0,0
2009-03-23_22,1237845600,241.07,3.75,0.859,0.859,60,22,0,0
2009-03-23_23,1237849200,244.76,1.58,0.348,0.348,60,23,0,0
2009-03-24_00,1237852800,244.33,1.62,0.353,0.353,60,0,1,0
2009-03-24_01,1237856400,244.06,1.72,0.377,0.377,60,1,1,0
2009-03-24_02,1237860000,244.56,1.61,0.347,0.347,60,2,1,0
2009-03-24_03,1237863600,242.96,1.56,0.358,0.358,60,3,1,0
2009-03-24_04,1237867200,242.39,2.49,0.591,0.591,60,4,1,0
2009-03-24_05,1237870800,242.11,3.08,0.73,0.73,60,5,1,0
2009-03-24_06,1237874400,244.57,5.42,1.293,1.293,60,6,1,0
2009-03-24_07,1237878000,240.86,10.33,2.49,2.49,60,7,1,0
2009-03-24_08,1237881600,241.25,6.92,1.672,1.672,60,8,1,0
2009-03-24_09,1237885200,241.84,5.76,1.403,1.403,60,9,1,0
2009-03-24_10,1237888800,240.76,7.78,1.789,1.789,60,10,1,0
2009-03-24_11,1237892400,239.49,7.02,1.63,1.63,60,11,1,0
2009-03-24_12,1237896000,240.91,5.67,1.388,1.388,60,12,1,0
2009-03-24_13,1237899600,243.25,5.32,1.282,1.282,60,13,1,0
2009-03-24_14,1237903200,245.94,1.5,0.338,0.338,60,14,1,0
2009-03-24_15,1237906800,245.41,1.38,0.32,0.32,60,15,1,0
2009-03-24_16,1237910400,245.09,1.61,0.361,0.361,60,16,1,0
2009-03-24_17,1237914000,244.12,1.74,0.386,0.386,60,17,1,0
2009-03-24_18,1237917600,241.37,2.23,0.492,0.492,60,18,1,0
2009-03-24_19,1237921200,234.72,16.13,3.741,3.741,60,19,1,0
2009-03-24_20,1237924800,240.74,9.76,2.301,2.301,60,20,1,0
2009-03-24_21,1237928400,242.14,7.91,1.913,1.913,60,21,1,0
2009-03-24_22,1237932000,241.52,7.45,1.798,1.798,60,22,1,0
2009-03-24_23,1237935600,245.24,1.43,0.343,0.343,60,23,1,0
2009-03-25_00,1237939200,244.54,1.45,0.335,0.335,60,0,2,0
2009-03-25_01,1237942800,243.5,1.11,0.271,0.271,60,1,2,0
2009-03-25_02,1237946400,245.06,1.38,0.323,0.323,60,2,2,0
2009-03-25_03,1237950000,245.6,1.22,0.284,0.284,60,3,2,0
2009-03-25_04,1237953600,244.93,1.4,0.317,0.317,60,4,2,0
2009-03-25_05,1237957200,243.6,1.48,0.361,0.361,60,5,2,0
2009-03-25_06,1237960800,244.47,7.18,1.74,1.74,60,6,2,0
2009-03-25_07,1237964400,240.08,8.85,2.13,2.13,60,7,2,0
2009-03-25_08,1237968000,241.11,8.22,1.988,1.988,60,8,2,0
2009-03-25_09,1237971600,243.0,7.73,1.887,1.887,60,9,2,0
2009-03-25_10,1237975200,242.92,5.83,1.423,1.423,60,10,2,0
2009-03-25_11,1237978800,243.45,8.35,2.034,2.034,60,11,2,0
2009-03-25_12,1237982400,245.71,5.21,1.271,1.271,60,12,2,0
2009-03-25_13,1237986000,244.32,6.53,1.526,1.526,60,13,2,0
2009-03-25_14,1237989600,245.52,6.66,1.524,1.524,60,14,2,0
2009-03-25_15,1237993200,245.12,4.08,0.908,0.908,60,15,2,0
2009-03-25_16,1237996800,244.18,1.91,0.42,0.42,60,16,2,0
2009-03-25_17,1238000400,243.42,1.34,0.316,0.316,60,17,2,0
2009-03-25_18,1238004000,241.93,2.88,0.686,0.686,60,18,2,0
2009-03-25_19,1238007600,237.52,10.19,2.411,2.411,60,19,2,0
2009-03-25_20,1238011200,238.55,12.37,2.917,2.917,60,20,2,0
2009-03-25_21,1238014800,240.53,7.26,1.737,1.737,60,21,2,0
2009-03-25_22,1238018400,240.96,8.95,2.155,2.155,60,22,2,0
2009-03-25_23,1238022000,244.71,6.86,1.68,1.68,60,23,2,0
2009-03-26_00,1238025600,244.9,1.14,0.276,0.276,60,0,3,0
2009-03-26_01,1238029200,244.49,1.23,0.294,0.294,60,1,3,0
2009-03-26_02,1238032800,246.03,1.23,0.296,0.296,60,2,3,0
2009-03-26_03,1238036400,244.93,1.14,0.276,0.276,60,3,3,0
2009-03-26_04,1238040000,243.74,1.33,0.311,0.311,60,4,3,0
2009-03-26_05,1238043600,243.69,1.1,0.269,0.269,60,5,3,0
2009-03-26_06,1238047200,244.66,5.45,1.318,1.318,60,6,3,0
2009-03-26_07,1238050800,241.3,8.19,1.984,1.984,60,7,3,0
2009-03-26_08,1238054400,241.69,5.57,1.37,1.37,60,8,3,0
2009-03-26_09,1238058000,240.05,5.67,1.374,1.374,60,9,3,0
2009-03-26_10,1238061600,240.66,5.46,1.336,1.336,60,10,3,0
2009-03-26_11,1238065200,240.03,5.48,1.334,1.334,60,11,3,0
2009-03-26_12,1238068800,241.1,4.48,1.08,1.08,60,12,3,0
2009-03-26_13,1238072400,243.91,1.1,0.271,0.271,60,13,3,0
2009-03-26_14,1238076000,243.71,1.29,0.302,0.302,60,14,3,0
2009-03-26_15,1238079600,244.34,1.21,0.286,0.286,60,15,3,0
2009-03-26_16,1238083200,244.53,1.17,0.28,0.28,60,16,3,0
2009-03-26_17,1238086800,243.67,1.87,0.438,0.438,60,17,3,0
2009-03-26_18,1238090400,242.89,1.88,0.419,0.419,60,18,3,0
2009-03-26_19,1238094000,240.35,4.55,1.06,1.06,60,19,3,0
2009-03-26_20,1238097600,239.69,10.85,2.608,2.608,60,20,3,0
2009-03-26_21,1238101200,242.0,5.79,1.391,1.391,60,21,3,0
2009-03-26_22,1238104800,242.54,2.51,0.571,0.571,60,22,3,0
2009-03-26_23,1238108400,245.54,4.34,1.04,1.04,60,23,3,0
2009-03-27_00,1238112000,244.82,1.84,0.394,0.394,60,0,4,0
2009-03-27_01,1238115600,244.3,1.78,0.378,0.378,60,1,4,0
2009-03-27_02,1238119200,245.25,1.75,0.377,0.377,60,2,4,0
2009-03-27_03,1238122800,244.15,1.8,0.383,0.383,60,3,4,0
2009-03-27_04,1238126400,243.88,1.77,0.377,0.377,60,4,4,0
2009-03-27_05,1238130000,242.74,1.74,0.37,0.37,60,5,4,0
2009-03-27_06,1238133600,244.56,5.3,1.251,1.251,60,6,4,0
2009-03-27_07,1238137200,239.74,10.33,2.479,2.479,60,7,4,0
2009-03-27_08,1238140800,239.74,7.24,1.74,1.74,60,8,4,0
2009-03-27_09,1238144400,242.72,8.08,1.966,1.966,60,9,4,0
2009-03-27_10,1238148000,240.21,5.88,1.421,1.421,60,10,4,0
2009-03-27_11,1238151600,241.85,5.82,1.423,1.423,60,11,4,0
2009-03-27_12,1238155200,243.81,5.9,1.444,1.444,60,12,4,0
2009-03-27_13,1238158800,243.58,4.73,1.139,1.139,60,13,4,0
2009-03-27_14,1238162400,244.41,2.4,0.536,0.536,60,14,4,0
2009-03-27_15,1238166000,242.73,1.6,0.364,0.364,60,15,4,0
2009-03-27_16,1238169600,241.28,2.63,0.595,0.595,60,16,4,0
2009-03-27_17,1238173200,241.31,6.96,1.687,1.687,60,17,4,0
2009-03-27_18,1238176800,240.99,7.23,1.732,1.732,60,18,4,0
2009-03-27_19,1238180400,240.17,7.8,1.87,1.87,60,19,4,0
2009-03-27_20,1238184000,241.66,12.09,2.901,2.901,60,20,4,0
2009-03-27_21,1238187600,239.7,9.79,2.339,2.339,60,21,4,0
2009-03-27_22,1238191200,243.63,4.38,1.052,1.052,60,22,4,0
2009-03-27_23,1238194800,245.87,1.51,0.346,0.346,60,23,4,0
2009-03-28_00,1238198400,243.74,1.51,0.34,0.34,60,0,5,1
2009-03-28_01,1238202000,242.24,3.9,0.936,0.936,60,1,5,1
2009-03-28_02,1238205600,242.92,1.48,0.335,0.335,60,2,5,1
2009-03-28_03,1238209200,242.45,1.59,0.352,0.352,60,3,5,1
2009-03-28_04,1238212800,241.97,1.41,0.317,0.317,60,4,5,1
2009-03-28_05,1238216400,242.11,1.46,0.327,0.327,60,5,5,1
2009-03-28_06,1238220000,244.24,3.09,0.72,0.72,60,6,5,1
2009-03-28_07,1238223600,242.95,7.84,1.905,1.905,60,7,5,1
2009-03-28_08,1238227200,240.98,7.98,1.928,1.928,60,8,5,1
2009-03-28_09,1238230800,240.33,6.07,1.464,1.464,60,9,5,1
2009-03-28_10,1238234400,241.38,8.32,1.997,1.997,60,10,5,1
2009-03-28_11,1238238000,242.49,5.37,1.296,1.296,60,11,5,1
2009-03-28_12,1238241600,242.69,10.73,2.564,2.564,60,12,5,1
2009-03-28_13,1238245200,242.75,6.69,1.62,1.62,60,13,5,1
2009-03-28_14,1238248800,245.17,3.58,0.809,0.809,60,14,5,1
2009-03-28_15,1238252400,245.01,4.45,1.029,1.029,60,15,5,1
2009-03-28_16,1238256000,242.51,5.18,1.201,1.201,60,16,5,1
2009-03-28_17,1238259600,241.23,9.26,2.208,2.208,60,17,5,1
2009-03-28_18,1238263200,237.9,18.71,4.375,4.375,60,18,5,1
2009-03-28_19,1238266800,238.22,12.11,2.859,2.859,60,19,5,1
2009-03-28_20,1238270400,243.06,9.32,2.227,2.227,60,20,5,1
2009-03-28_21,1238274000,241.08,6.23,1.502,1.502,60,21,5,1
2009-03-28_22,1238277600,241.16,9.88,2.386,2.386,60,22,5,1
2009-03-28_23,1238281200,242.67,12.32,2.986,2.986,60,23,5,1
2009-03-29_00,1238284800,244.63,6.49,1.579,1.579,60,0,6,1
2009-03-29_01,1238288400,242.04,5.47,1.314,1.314,60,1,6,1
2009-03-29_02,1238292000,243.16,4.67,1.125,1.125,60,2,6,1
2009-03-29_03,1238295600,243.21,4.65,1.12,1.12,60,3,6,1
2009-03-29_04,1238299200,243.94,4.82,1.158,1.158,60,4,6,1
2009-03-29_05,1238302800,244.23,4.54,1.103,1.103,60,5,6,1
2009-03-29_06,1238306400,243.7,4.58,1.121,1.121,60,6,6,1
2009-03-29_07,1238310000,243.99,4.7,1.15,1.15,60,7,6,1
2009-03-29_08,1238313600,242.74,7.76,1.868,1.868,60,8,6,1
2009-03-29_09,1238317200,241.76,6.04,1.448,1.448,60,9,6,1
2009-03-29_10,1238320800,241.67,7.85,1.878,1.878,60,10,6,1
2009-03-29_11,1238324400,244.24,2.38,0.584,0.584,60,11,6,1
2009-03-29_12,1238328000,243.32,5.52,1.31,1.31,60,12,6,1
2009-03-29_13,1238331600,242.83,6.58,1.6,1.6,60,13,6,1
2009-03-29_14,1238335200,243.95,11.76,2.82,2.82,60,14,6,1
2009-03-29_15,1238338800,242.32,10.8,2.569,2.569,60,15,6,1
2009-03-29_16,1238342400,241.77,7.98,1.912,1.912,60,16,6,1
2009-03-29_17,1238346000,238.95,6.24,1.491,1.491,60,17,6,1
2009-03-29_18,1238349600,239.48,6.66,1.589,1.589,60,18,6,1
2009-03-29_19,1238353200,237.42,7.47,1.769,1.769,60,19,6,1
2009-03-29_20,1238356800,238.82,8.92,2.098,2.098,60,20,6,1
2009-03-29_21,1238360400,239.78,13.67,3.278,3.278,60,21,6,1
2009-03-29_22,1238364000,244.85,2.6,0.623,0.623,60,22,6,1
2009-03-29_23,1238367600,248.39,1.91,0.435,0.435,60,23,6,1
2009-03-30_00,1238371200,247.32,1.52,0.352,0.352,60,0,0,0
2009-03-30_01,1238374800,244.17,1.43,0.327,0.327,60,1,0,0
2009-03-30_02,1238378400,245.78,1.63,0.369,0.369,60,2,0,0
2009-03-30_03,1238382000,244.78,1.42,0.329,0.329,60,3,0,0
2009-03-30_04,1238385600,242.35,4.01,0.958,0.958,60,4,0,0
2009-03-30_05,1238389200,242.61,1.45,0.334,0.334,60,5,0,0
2009-03-30_06,1238392800,244.68,3.13,0.719,0.719,60,6,0,0
2009-03-30_07,1238396400,242.29,9.78,2.374,2.374,60,7,0,0
2009-03-30_08,1238400000,240.6,6.21,1.504,1.504,60,8,0,0
2009-03-30_09,1238403600,241.0,5.77,1.403,1.403,60,9,0,0
2009-03-30_10,1238407200,239.57,5.81,1.409,1.409,60,10,0,0
2009-03-30_11,1238410800,238.99,5.67,1.375,1.375,60,11,0,0
2009-03-30_12,1238414400,240.25,5.84,1.42,1.42,60,12,0,0
2009-03-30_13,1238418000,241.85,5.84,1.416,1.416,60,13,0,0
2009-03-30_14,1238421600,243.86,3.03,0.721,0.721,60,14,0,0
2009-03-30_15,1238425200,244.0,1.59,0.356,0.356,60,15,0,0
2009-03-30_16,1238428800,243.48,1.47,0.338,0.338,60,16,0,0
2009-03-30_17,1238432400,241.93,1.82,0.405,0.405,60,17,0,0
2009-03-30_18,1238436000,242.4,2.87,0.662,0.662,60,18,0,0
2009-03-30_19,1238439600,239.58,5.19,1.207,1.207,60,19,0,0
2009-03-30_20,1238443200,238.21,9.1,2.145,2.145,60,20,0,0
2009-03-30_21,1238446800,242.03,11.56,2.804,2.804,60,21,0,0
2009-03-30_22,1238450400,245.36,5.48,1.317,1.317,60,22,0,0
2009-03-30_23,1238454000,248.41,1.69,0.38,0.38,60,23,0,0
2009-03-31_00,1238457600,243.47,1.58,0.347,0.347,60,0,1,0
2009-03-31_01,1238461200,242.9,1.63,0.369,0.369,60,1,1,0
2009-03-31_02,1238464800,244.29,1.51,0.348,0.348,60,2,1,0
2009-03-31_03,1238468400,243.17,1.5,0.343,0.343,60,3,1,0
2009-03-31_04,1238472000,242.05,1.6,0.361,0.361,60,4,1,0
2009-03-31_05,1238475600,242.08,1.87,0.438,0.438,60,5,1,0
2009-03-31_06,1238479200,241.26,6.9,1.649,1.649,60,6,1,0
2009-03-31_07,1238482800,238.62,8.53,2.043,2.043,60,7,1,0
2009-03-31_08,1238486400,241.31,6.1,1.482,1.482,60,8,1,0
2009-03-31_09,1238490000,242.49,7.15,1.732,1.732,60,9,1,0
2009-03-31_10,1238493600,241.76,6.49,1.56,1.56,60,10,1,0
2009-03-31_11,1238497200,241.11,6.29,1.506,1.506,60,11,1,0
2009-03-31_12,1238500800,241.51,5.79,1.409,1.409,60,12,1,0
2009-03-31_13,1238504400,240.63,10.01,2.394,2.394,60,13,1,0
2009-03-31_14,1238508000,240.75,9.48,2.264,2.264,60,14,1,0
2009-03-31_15,1238511600,241.34,8.24,1.985,1.985,60,15,1,0
2009-03-31_16,1238515200,242.64,5.93,1.442,1.442,60,16,1,0
2009-03-31_17,1238518800,242.56,3.5,0.809,0.809,60,17,1,0
2009-03-31_18,1238522400,243.83,1.28,0.297,0.297,60,18,1,0
2009-03-31_19,1238526000,241.69,4.44,1.033,1.033,60,19,1,0
2009-03-31_20,1238529600,239.16,14.81,3.507,3.507,60,20,1,0
2009-03-31_21,1238533200,242.21,8.44,2.039,2.039,60,21,1,0
2009-03-31_22,1238536800,245.23,2.63,0.635,0.635,60,22,1,0
2009-03-31_23,1238540400,245.97,1.72,0.399,0.399,60,23,1,0
2009-04-01_00,1238544000,244.19,4.08,0.985,0.985,60,0,2,0
2009-04-01_01,1238547600,244.22,3.13,0.743,0.743,60,1,2,0
2009-04-01_02,1238551200,246.62,3.09,0.734,0.734,60,2,2,0
2009-04-01_03,1238554800,244.63,2.99,0.702,0.702,60,3,2,0
2009-04-01_04,1238558400,243.32,5.71,1.383,1.383,60,4,2,0
2009-04-01_05,1238562000,244.08,2.92,0.696,0.696,60,5,2,0
2009-04-01_06,1238565600,242.63,4.11,0.962,0.962,60,6,2,0
2009-04-01_07,1238569200,239.02,9.89,2.37,2.37,60,7,2,0
2009-04-01_08,1238572800,240.33,12.26,2.934,2.934,60,8,2,0
2009-04-01_09,1238576400,242.53,5.62,1.375,1.375,60,9,2,0
2009-04-01_10,1238580000,240.75,5.9,1.428,1.428,60,10,2,0
2009-04-01_11,1238583600,241.89,6.17,1.454,1.454,60,11,2,0
2009-04-01_12,1238587200,243.98,1.48,0.329,0.329,60,12,2,0
2009-04-01_13,1238590800,244.13,4.02,0.934,0.934,60,13,2,0
2009-04-01_14,1238594400,245.46,2.21,0.528,0.528,60,14,2,0
2009-04-01_15,1238598000,245.41,1.54,0.341,0.341,60,15,2,0
2009-04-01_16,1238601600,244.27,1.64,0.368,0.368,60,16,2,0
2009-04-01_17,1238605200,243.35,1.81,0.395,0.395,60,17,2,0
2009-04-01_18,1238608800,242.79,1.71,0.378,0.378,60,18,2,0
2009-04-01_19,1238612400,239.07,10.22,2.427,2.427,60,19,2,0
2009-04-01_20,1238616000,239.78,9.13,2.15,2.15,60,20,2,0
2009-04-01_21,1238619600,240.49,9.49,2.281,2.281,60,21,2,0
2009-04-01_22,1238623200,242.9,4.65,1.102,1.102,60,22,2,0
2009-04-01_23,1238626800,243.89,1.61,0.353,0.353,60,23,2,0
2009-04-02_00,1238630400,240.94,1.56,0.35,0.35,60,0,3,0
2009-04-02_01,1238634000,239.77,1.65,0.369,0.369,60,1,3,0
2009-04-02_02,1238637600,244.9,1.44,0.337,0.337,60,2,3,0
2009-04-02_03,1238641200,243.84,1.66,0.374,0.374,60,3,3,0
2009-04-02_04,1238644800,242.68,1.46,0.339,0.339,60,4,3,0
2009-04-02_05,1238648400,241.21,3.32,0.786,0.786,60,5,3,0
2009-04-02_06,1238652000,241.51,3.43,0.808,0.808,60,6,3,0
2009-04-02_07,1238655600,240.39,10.89,2.613,2.613,60,7,3,0
2009-04-02_08,1238659200,240.55,6.61,1.596,1.596,60,8,3,0
2009-04-02_09,1238662800,241.5,5.76,1.399,1.399,60,9,3,0
2009-04-02_10,1238666400,241.88,5.91,1.435,1.435,60,10,3,0
2009-04-02_11,1238670000,240.08,5.7,1.387,1.387,60,11,3,0
2009-04-02_12,1238673600,241.89,5.8,1.41,1.41,60,12,3,0
2009-04-02_13,1238677200,242.77,5.96,1.458,1.458,60,13,3,0
2009-04-02_14,1238680800,245.15,5.81,1.434,1.434,60,14,3,0
2009-04-02_15,1238684400,245.64,5.99,1.473,1.473,60,15,3,0
2009-04-02_16,1238688000,243.13,5.51,1.342,1.342,60,16,3,0
2009-04-02_17,1238691600,242.59,1.5,0.336,0.336,60,17,3,0
2009-04-02_18,1238695200,242.44,2.11,0.494,0.494,60,18,3,0
2009-04-02_19,1238698800,242.27,5.97,1.44,1.44,60,19,3,0
2009-04-02_20,1238702400,239.21,12.0,2.859,2.859,60,20,3,0
2009-04-02_21,1238706000,240.98,7.66,1.853,1.853,60,21,3,0
2009-04-02_22,1238709600,243.82,4.87,1.138,1.138,60,22,3,0
2009-04-02_23,1238713200,244.63,1.7,0.371,0.371,60,23,3,0
2009-04-03_00,1238716800,242.46,1.58,0.355,0.355,60,0,4,0
2009-04-03_01,1238720400,240.49,1.52,0.339,0.339,60,1,4,0
2009-04-03_02,1238724000,242.83,2.13,0.499,0.499,60,2,4,0
2009-04-03_03,1238727600,241.64,3.36,0.792,0.792,60,3,4,0
2009-04-03_04,1238731200,240.63,1.43,0.328,0.328,60,4,4,0
2009-04-03_05,1238734800,240.93,1.57,0.352,0.352,60,5,4,0
2009-04-03_06,1238738400,240.93,3.95,0.925,0.925,60,6,4,0
2009-04-03_07,1238742000,239.46,9.49,2.283,2.283,60,7,4,0
2009-04-03_08,1238745600,238.9,6.13,1.479,1.479,60,8,4,0
2009-04-03_09,1238749200,239.52,5.75,1.392,1.392,60,9,4,0
2009-04-03_10,1238752800,239.17,5.8,1.403,1.403,60,10,4,0
2009-04-03_11,1238756400,240.66,1.54,0.349,0.349,60,11,4,0
2009-04-03_12,1238760000,241.77,1.7,0.379,0.379,60,12,4,0
2009-04-03_13,1238763600,241.99,4.95,1.194,1.194,60,13,4,0
2009-04-03_14,1238767200,244.2,7.11,1.726,1.726,60,14,4,0
2009-04-03_15,1238770800,244.62,3.85,0.872,0.872,60,15,4,0
2009-04-03_16,1238774400,244.34,1.6,0.365,0.365,60,16,4,0
2009-04-03_17,1238778000,240.78,6.26,1.51,1.51,60,17,4,0
2009-04-03_18,1238781600,241.75,3.1,0.748,0.748,60,18,4,0
2009-04-03_19,1238785200,243.13,1.58,0.358,0.358,60,19,4,0
2009-04-03_20,1238788800,241.97,5.48,1.309,1.309,60,20,4,0
2009-04-03_21,1238792400,241.42,6.81,1.647,1.647,60,21,4,0
2009-04-03_22,1238796000,243.41,7.23,1.745,1.745,60,22,4,0
2009-04-03_23,1238799600,246.5,1.65,0.373,0.373,60,23,4,0
2009-04-04_00,1238803200,244.39,1.75,0.388,0.388,60,0,5,1
2009-04-04_01,1238806800,241.52,1.62,0.355,0.355,60,1,5,1
2009-04-04_02,1238810400,244.07,1.82,0.402,0.402,60,2,5,1
2009-04-04_03,1238814000,242.99,1.64,0.359,0.359,60,3,5,1
2009-04-04_04,1238817600,242.48,1.63,0.36,0.36,60,4,5,1
2009-04-04_05,1238821200,242.22,1.75,0.384,0.384,60,5,5,1
2009-04-04_06,1238824800,241.81,3.98,0.946,0.946,60,6,5,1
2009-04-04_07,1238828400,241.32,4.93,1.147,1.147,60,7,5,1
2009-04-04_08,1238832000,238.93,7.35,1.755,1.755,60,8,5,1
2009-04-04_09,1238835600,241.96,6.21,1.499,1.499,60,9,5,1
2009-04-04_10,1238839200,242.19,6.12,1.481,1.481,60,10,5,1
2009-04-04_11,1238842800,241.71,8.7,2.097,2.097,60,11,5,1
2009-04-04_12,1238846400,241.32,10.77,2.588,2.588,60,12,5,1
2009-04-04_13,1238850000,243.35,5.67,1.358,1.358,60,13,5,1
2009-04-04_14,1238853600,241.83,6.64,1.561,1.561,60,14,5,1
2009-04-04_15,1238857200,240.37,13.62,3.234,3.234,60,15,5,1
2009-04-04_16,1238860800,242.31,10.04,2.412,2.412,60,16,5,1
2009-04-04_17,1238864400,240.7,8.21,1.976,1.976,60,17,5,1
2009-04-04_18,1238868000,239.64,7.72,1.84,1.84,60,18,5,1
2009-04-04_19,1238871600,238.07,9.58,2.281,2.281,60,19,5,1
2009-04-04_20,1238875200,238.33,13.16,3.115,3.115,60,20,5,1
2009-04-04_21,1238878800,239.48,7.04,1.692,1.692,60,21,5,1
2009-04-04_22,1238882400,240.11,7.51,1.805,1.805,60,22,5,1
2009-04-04_23,1238886000,243.71,6.05,1.486,1.486,60,23,5,1
2009-04-05_00,1238889600,243.54,5.91,1.447,1.447,60,0,6,1
2009-04-05_01,1238893200,243.93,1.67,0.376,0.376,60,1,6,1
2009-04-05_02,1238896800,243.91,1.69,0.367,0.367,60,2,6,1
2009-04-05_03,1238900400,243.29,1.77,0.391,0.391,60,3,6,1
2009-04-05_04,1238904000,242.39,1.62,0.351,0.351,60,4,6,1
2009-04-05_05,1238907600,241.68,1.76,0.393,0.393,60,5,6,1
2009-04-05_06,1238911200,242.93,1.59,0.35,0.35,60,6,6,1
2009-04-05_07,1238914800,241.64,6.33,1.491,1.491,60,7,6,1
2009-04-05_08,1238918400,240.33,5.36,1.274,1.274,60,8,6,1
2009-04-05_09,1238922000,241.05,4.01,0.928,0.928,60,9,6,1
2009-04-05_10,1238925600,239.97,5.96,1.385,1.385,60,10,6,1
2009-04-05_11,1238929200,239.01,10.07,2.386,2.386,60,11,6,1
2009-04-05_12,1238932800,240.48,12.04,2.784,2.784,60,12,6,1
2009-04-05_13,1238936400,240.77,4.78,1.124,1.124,60,13,6,1
2009-04-05_14,1238940000,244.48,1.97,0.426,0.426,60,14,6,1
2009-04-05_15,1238943600,244.48,1.45,0.333,0.333,60,15,6,1
2009-04-05_16,1238947200,244.49,1.72,0.383,0.383,60,16,6,1
2009-04-05_17,1238950800,241.23,3.87,0.869,0.869,60,17,6,1
2009-04-05_18,1238954400,241.66,3.18,0.753,0.753,60,18,6,1
2009-04-05_19,1238958000,240.38,3.92,0.846,0.846,60,19,6,1
2009-04-05_20,1238961600,239.25,9.18,2.183,2.183,60,20,6,1
2009-04-05_21,1238965200,242.35,5.26,1.259,1.259,60,21,6,1
